SR_NUMBER;SR_SHORT_CODE;OWNER_DEPARTMENT;STATUS;CREATED_DATE;STREET_NUMBER;STREET_DIRECTION;STREET_NAME;STREET_TYPE;COMMUNITY_AREA;LATITUDE;LONGITUDE
SR20-05580019;SFB;CDOT - Department of Transportation;Completed;2020-12-06 10:02:37;8700;S;CREGIER;AVE;CALUMET HEIGHTS;41.736904436;-87.580612689
SR20-05580026;RBL;BACP - Business Affairs and Consumer Protection;Completed;2020-12-06 10:05:40;1000;S;CLARK;ST;LOOP;41.8696732;-87.631058443
SR20-05580040;SKA;Streets and Sanitation;Completed;2020-12-06 10:12:27;1648;S;ALLPORT;ST;LOWER WEST SIDE;41.858262123;-87.657974934
SR20-05580043;GRAF;Streets and Sanitation;Completed;2020-12-06 10:12:33;5345;S;ARTESIAN;AVE;GAGE PARK;41.796182004;-87.685074576
SR20-05580047;GRAF;Streets and Sanitation;Completed;2020-12-06 10:13:53;5340;S;WESTERN;AVE;GAGE PARK;41.79629797;-87.684141262
SR20-05580056;SFB;CDOT - Department of Transportation;Completed;2020-12-06 10:16:33;5300;S;WOODLAWN;AVE;HYDE PARK;41.799374865;-87.596681634
SR20-05580057;SIE;Streets and Sanitation;Completed;2020-12-06 10:17:02;8611;S;HONORE;ST;AUBURN GRESHAM;41.737157093;-87.668906955
SR20-05580063;SRRP;Streets and Sanitation;Completed;2020-12-06 10:19:58;9700;S;AVALON;AVE;PULLMAN;41.718519442;-87.593739306
SR20-05580070;GRAF;Streets and Sanitation;Completed;2020-12-06 10:22:23;5033;S;OAKLEY;AVE;GAGE PARK;41.80197739;-87.681778623
SR20-05580081;SCB;Streets and Sanitation;Completed;2020-12-06 10:25:24;3101;S;MICHIGAN;AVE;DOUGLAS;41.838078873;-87.622937806
SR20-05580091;PCB;CDOT - Department of Transportation;Completed;2020-12-06 10:28:31;10758;S;TALMAN;AVE;MORGAN PARK;41.697298011;-87.687525993
SR20-05580105;WM3;DWM - Department of Water Management;Canceled;2020-12-06 10:32:53;4755;S;DORCHESTER;AVE;KENWOOD;41.807883983;-87.591954486
SR20-05580141;GRAF;Streets and Sanitation;Completed;2020-12-06 10:42:53;5059;S;ARTESIAN;AVE;GAGE PARK;41.801232687;-87.685451384
SR20-05580143;GRAF;Streets and Sanitation;Completed;2020-12-06 10:44:37;5500;S;SPAULDING;AVE;GAGE PARK;41.793395925;-87.70604383
SR20-05580146;SDR;Streets and Sanitation;Completed;2020-12-06 10:45:23;1616;S;NEWBERRY;AVE;LOWER WEST SIDE;41.859385462;-87.647701549
SR20-05580148;BBC;DOB - Buildings;Completed;2020-12-06 10:45:54;4354;S;INDIANA;AVE;GRAND BOULEVARD;41.815007724;-87.621668653
SR20-05580155;RBL;BACP - Business Affairs and Consumer Protection;Completed;2020-12-06 10:49:43;8908;S;ASHLAND;AVE;WASHINGTON HEIGHTS;41.731642375;-87.663322798
SR20-05580156;BBA;DOB - Buildings;Completed;2020-12-06 10:50:16;4354;S;INDIANA;AVE;GRAND BOULEVARD;41.815007724;-87.621668653
SR20-05580162;SRRC;Streets and Sanitation;Canceled;2020-12-06 10:51:56;6204;S;MAYFIELD;AVE;CLEARING;41.779516587;-87.769394473
SR20-05580215;SKA;Streets and Sanitation;Completed;2020-12-06 11:09:01;1933;S;STATE;ST;NEAR SOUTH SIDE;41.85545438;-87.627151885
SR20-05580218;SGA;Streets and Sanitation;Completed;2020-12-06 11:09:32;3417;S;RACINE;AVE;BRIDGEPORT;41.831824147;-87.655553215
SR20-05580228;SKA;Streets and Sanitation;Completed;2020-12-06 11:14:23;9243;S;MANISTEE;AVE;CALUMET HEIGHTS;41.726921842;-87.556437617
SR20-05580263;SGQ;Streets and Sanitation;Completed;2020-12-06 11:25:08;7807;S;SANGAMON;ST;AUBURN GRESHAM;41.752176052;-87.647416833
SR20-05580295;PHF;CDOT - Department of Transportation;Completed;2020-12-06 11:34:38;6846;S;LAWNDALE;AVE;WEST LAWN;41.768279639;-87.715184366
SR20-05580314;GRAF;Streets and Sanitation;Completed;2020-12-06 11:39:02;2300;S;BLUE ISLAND;AVE;LOWER WEST SIDE;41.850572343;-87.671128548
SR20-05580326;SGQ;Streets and Sanitation;Completed;2020-12-06 11:43:45;8119;S;KEDZIE;AVE;ASHBURN;41.745572626;-87.701954461
SR20-05580332;AAF;DWM - Department of Water Management;Completed;2020-12-06 11:44:49;3300;S;HALSTED;ST;BRIDGEPORT;41.834759402;-87.646428168
SR20-05580335;SDR;Streets and Sanitation;Completed;2020-12-06 11:45:23;5933;S;PRAIRIE;AVE;WASHINGTON PARK;41.78650199;-87.618651614
SR20-05580355;SFB;CDOT - Department of Transportation;Completed;2020-12-06 11:51:40;1511;S;CALIFORNIA;BLVD;NORTH LAWNDALE;41.861325085;-87.695760632
SR20-05580375;SFB;CDOT - Department of Transportation;Completed;2020-12-06 11:56:45;4045;S;KEDZIE;AVE;BRIGHTON PARK;41.819463537;-87.704177425
SR20-05580399;SKA;Streets and Sanitation;Completed;2020-12-06 12:04:15;10812;S;WENTWORTH;AVE;ROSELAND;41.697601332;-87.628306112
SR20-05580428;PCB;CDOT - Department of Transportation;Completed;2020-12-06 12:12:48;8648;S;KENTON;AVE;ASHBURN;41.734922859;-87.73604669
SR20-05580438;WM3;DWM - Department of Water Management;Canceled;2020-12-06 12:14:34;4800;S;KENWOOD;AVE;KENWOOD;41.80786759;-87.593775517
SR20-05580441;SKA;Streets and Sanitation;Completed;2020-12-06 12:15:21;6832;S;MAPLEWOOD;AVE;CHICAGO LAWN;41.769070544;-87.687326814
SR20-05580459;WCA2;DWM - Department of Water Management;Open;2020-12-06 12:19:01;5132;S;CORNELL;AVE;HYDE PARK;41.801455789;-87.586529245
SR20-05580485;SKA;Streets and Sanitation;Completed;2020-12-06 12:24:56;6954;S;ARTESIAN;AVE;CHICAGO LAWN;41.76671409;-87.684805599
SR20-05580503;WM3;DWM - Department of Water Management;Canceled;2020-12-06 12:28:45;4800;S;DORCHESTER;AVE;KENWOOD;41.807793491;-87.59198847
SR20-05580507;BBA;DOB - Buildings;Completed;2020-12-06 12:29:45;4541;S;FAIRFIELD;AVE;BRIGHTON PARK;41.810725342;-87.692585326
SR20-05580509;SGQ;Streets and Sanitation;Completed;2020-12-06 12:30:26;8100;S;KEDZIE;AVE;ASHBURN;41.745794245;-87.702727175
SR20-05580518;SKA;Streets and Sanitation;Completed;2020-12-06 12:32:23;10248;S;EGGLESTON;AVE;WASHINGTON HEIGHTS;41.70757938;-87.633941433
SR20-05580521;BBA;DOB - Buildings;Completed;2020-12-06 12:33:33;4637;S;TALMAN;AVE;BRIGHTON PARK;41.809026077;-87.690304715
SR20-05580529;SIE;Streets and Sanitation;Completed;2020-12-06 12:35:17;6201;S;LAFLIN;ST;WEST ENGLEWOOD;41.781175532;-87.661484303
SR20-05580535;SGA;Streets and Sanitation;Completed;2020-12-06 12:36:24;7855;S;WINCHESTER;AVE;AUBURN GRESHAM;41.750442531;-87.671759798
SR20-05580536;BBA;DOB - Buildings;Completed;2020-12-06 12:36:39;4641;S;TALMAN;AVE;BRIGHTON PARK;41.808939783;-87.690530147
SR20-05580539;SCB;Streets and Sanitation;Completed;2020-12-06 12:37:30;9310;S;ESCANABA;AVE;CALUMET HEIGHTS;41.726060523;-87.553964496
SR20-05580542;SGA;Streets and Sanitation;Completed;2020-12-06 12:38:20;7808;S;WINCHESTER;AVE;AUBURN GRESHAM;41.751759413;-87.672005054
SR20-05580544;SGA;Streets and Sanitation;Completed;2020-12-06 12:39:36;7743;S;WINCHESTER;AVE;AUBURN GRESHAM;41.752624271;-87.671692631
SR20-05580547;SGA;Streets and Sanitation;Completed;2020-12-06 12:40:39;7722;S;WINCHESTER;AVE;AUBURN GRESHAM;41.753185053;-87.672045663
SR20-05580555;SGA;Streets and Sanitation;Completed;2020-12-06 12:41:59;7647;S;WINCHESTER;AVE;AUBURN GRESHAM;41.754328769;-87.672004883
SR20-05580559;SGA;Streets and Sanitation;Completed;2020-12-06 12:42:50;7610;S;WINCHESTER;AVE;AUBURN GRESHAM;41.755338328;-87.672356122
SR20-05580568;SGA;Streets and Sanitation;Completed;2020-12-06 12:44:55;7847;S;WOLCOTT;AVE;AUBURN GRESHAM;41.750735521;-87.670436274
SR20-05580571;BBA;DOB - Buildings;Completed;2020-12-06 12:45:34;4543;S;FAIRFIELD;AVE;BRIGHTON PARK;41.81065112;-87.69280799
SR20-05580575;SGA;Streets and Sanitation;Completed;2020-12-06 12:46:08;7810;S;WOLCOTT;AVE;AUBURN GRESHAM;41.751715439;-87.671045197
SR20-05580579;SGA;Streets and Sanitation;Completed;2020-12-06 12:47:02;7755;S;WOLCOTT;AVE;AUBURN GRESHAM;41.752309675;-87.670456333
SR20-05580586;SGA;Streets and Sanitation;Completed;2020-12-06 12:48:23;7609;S;WOLCOTT;AVE;AUBURN GRESHAM;41.755417728;-87.670821994
SR20-05580592;SGA;Streets and Sanitation;Completed;2020-12-06 12:49:29;7600;S;WOLCOTT;AVE;AUBURN GRESHAM;41.755642982;-87.670900035
SR20-05580594;SGA;Streets and Sanitation;Completed;2020-12-06 12:50:39;7817;S;HONORE;ST;AUBURN GRESHAM;41.751544255;-87.669252632
SR20-05580595;SKA;Streets and Sanitation;Completed;2020-12-06 12:50:49;10227;S;SANGAMON;ST;WASHINGTON HEIGHTS;41.707838721;-87.646287799
SR20-05580603;SKA;Streets and Sanitation;Completed;2020-12-06 12:52:29;10227;S;SANGAMON;ST;WASHINGTON HEIGHTS;41.707838721;-87.646287799
SR20-05580604;SGA;Streets and Sanitation;Completed;2020-12-06 12:53:20;7850;S;HONORE;ST;AUBURN GRESHAM;41.750601282;-87.669546265
SR20-05580606;GRAF;Streets and Sanitation;Completed;2020-12-06 12:53:38;755;S;CLARK;ST;LOOP;41.872239539;-87.630616417
SR20-05580610;BBA;DOB - Buildings;Completed;2020-12-06 12:54:14;5229;S;JUSTINE;ST;NEW CITY;41.798652669;-87.663254711
SR20-05580614;SGA;Streets and Sanitation;Completed;2020-12-06 12:54:24;7819;S;HONORE;ST;AUBURN GRESHAM;41.751508856;-87.669496849
SR20-05580618;SGA;Streets and Sanitation;Completed;2020-12-06 12:55:57;7753;S;HONORE;ST;AUBURN GRESHAM;41.752408523;-87.669253668
SR20-05580626;SGA;Streets and Sanitation;Completed;2020-12-06 12:57:22;7753;S;HONORE;ST;AUBURN GRESHAM;41.752408523;-87.669253668
SR20-05580633;SGA;Streets and Sanitation;Completed;2020-12-06 12:59:20;7749;S;HONORE;ST;AUBURN GRESHAM;41.75249213;-87.669269336
SR20-05580651;SGA;Streets and Sanitation;Completed;2020-12-06 13:04:56;7717;S;HONORE;ST;AUBURN GRESHAM;41.753385586;-87.669551488
SR20-05580674;SGA;Streets and Sanitation;Completed;2020-12-06 13:06:57;7623;S;HONORE;ST;AUBURN GRESHAM;41.755046415;-87.669334076
SR20-05580680;SGA;Streets and Sanitation;Completed;2020-12-06 13:08:02;7634;S;HONORE;ST;AUBURN GRESHAM;41.754706643;-87.669948816
SR20-05580692;BBK;DOB - Buildings;Completed;2020-12-06 13:09:10;7957;S;PRINCETON;AVE;CHATHAM;41.749188037;-87.631574312
SR20-05580693;SGA;Streets and Sanitation;Completed;2020-12-06 13:09:14;7848;S;WOOD;ST;AUBURN GRESHAM;41.7506731;-87.668341404
SR20-05580698;SGA;Streets and Sanitation;Completed;2020-12-06 13:10:17;7800;S;WOOD;ST;AUBURN GRESHAM;41.751993533;-87.668607784
SR20-05580704;SGA;Streets and Sanitation;Completed;2020-12-06 13:11:33;7719;S;WOOD;ST;AUBURN GRESHAM;41.753327976;-87.668071555
SR20-05580712;SGA;Streets and Sanitation;Completed;2020-12-06 13:12:58;7751;S;WOOD;ST;AUBURN GRESHAM;41.752424055;-87.668056988
SR20-05580718;SGA;Streets and Sanitation;Completed;2020-12-06 13:13:56;7752;S;WOOD;ST;AUBURN GRESHAM;41.752416137;-87.668667574
SR20-05580722;SKA;Streets and Sanitation;Completed;2020-12-06 13:14:29;6319;S;LAFLIN;ST;WEST ENGLEWOOD;41.778802508;-87.661485098
SR20-05580728;SGA;Streets and Sanitation;Completed;2020-12-06 13:14:46;7639;S;WOOD;ST;AUBURN GRESHAM;41.754598205;-87.668371566
SR20-05580734;CIAC;Animal Care and Control;Completed;2020-12-06 13:15:41;5858;S;DOCTOR MARTIN LUTHER KING JR;DR;WASHINGTON PARK;41.787530554;-87.615807949
SR20-05580735;SGA;Streets and Sanitation;Completed;2020-12-06 13:15:44;7639;S;WOOD;ST;AUBURN GRESHAM;41.754598205;-87.668371566
SR20-05580738;BBK;DOB - Buildings;Completed;2020-12-06 13:16:18;7957;S;PRINCETON;AVE;CHATHAM;41.749188037;-87.631574312
SR20-05580739;SGA;Streets and Sanitation;Completed;2020-12-06 13:16:32;7640;S;WOOD;ST;AUBURN GRESHAM;41.75455791;-87.668707623
SR20-05580741;SGA;Streets and Sanitation;Completed;2020-12-06 13:17:29;7835;S;HERMITAGE;AVE;AUBURN GRESHAM;41.751107827;-87.666815408
SR20-05580743;SGA;Streets and Sanitation;Completed;2020-12-06 13:18:18;7812;S;HONORE;ST;AUBURN GRESHAM;41.75162403;-87.669868821
SR20-05580748;SGA;Streets and Sanitation;Completed;2020-12-06 13:19:26;7715;S;HERMITAGE;AVE;AUBURN GRESHAM;41.753508197;-87.666862817
SR20-05580750;SGA;Streets and Sanitation;Completed;2020-12-06 13:20:12;7712;S;HERMITAGE;AVE;AUBURN GRESHAM;41.753501441;-87.667445407
SR20-05580753;SGA;Streets and Sanitation;Completed;2020-12-06 13:21:29;7728;S;HERMITAGE;AVE;AUBURN GRESHAM;41.753073414;-87.667190245
SR20-05580754;EAF;Animal Care and Control;Completed;2020-12-06 13:22:02;4832;S;THROOP;ST;NEW CITY;41.805914674;-87.657859759
SR20-05580756;SGA;Streets and Sanitation;Completed;2020-12-06 13:22:19;7649;S;HERMITAGE;AVE;AUBURN GRESHAM;41.754331214;-87.666882456
SR20-05580757;SGA;Streets and Sanitation;Completed;2020-12-06 13:23:22;7610;S;HERMITAGE;AVE;AUBURN GRESHAM;41.755396295;-87.667506616
SR20-05580758;SGA;Streets and Sanitation;Completed;2020-12-06 13:24:05;7827;S;PAULINA;ST;AUBURN GRESHAM;41.751288067;-87.665595123
SR20-05580761;SGA;Streets and Sanitation;Completed;2020-12-06 13:24:49;7806;S;PAULINA;ST;AUBURN GRESHAM;41.751860352;-87.66620041
SR20-05580764;SGA;Streets and Sanitation;Completed;2020-12-06 13:26:04;7737;S;PAULINA;ST;AUBURN GRESHAM;41.752864103;-87.665627689
SR20-05580766;SGA;Streets and Sanitation;Completed;2020-12-06 13:26:49;7748;S;PAULINA;ST;AUBURN GRESHAM;41.752528955;-87.666233343
SR20-05580767;SGA;Streets and Sanitation;Completed;2020-12-06 13:27:52;7603;S;PAULINA;ST;AUBURN GRESHAM;41.755626991;-87.665629956
SR20-05580768;SGA;Streets and Sanitation;Completed;2020-12-06 13:28:40;7643;S;PAULINA;ST;AUBURN GRESHAM;41.754512019;-87.665678015
SR20-05580772;SGA;Streets and Sanitation;Completed;2020-12-06 13:29:42;7855;S;MARSHFIELD;AVE;AUBURN GRESHAM;41.750550226;-87.664623732
SR20-05580776;SGA;Streets and Sanitation;Completed;2020-12-06 13:30:37;7800;S;MARSHFIELD;AVE;AUBURN GRESHAM;41.752027427;-87.664983853
SR20-05580777;SDR;Streets and Sanitation;Completed;2020-12-06 13:30:55;2422;S;RIDGEWAY;AVE;SOUTH LAWNDALE;41.847298815;-87.718835779
SR20-05580779;SGA;Streets and Sanitation;Completed;2020-12-06 13:31:23;7757;S;MARSHFIELD;AVE;AUBURN GRESHAM;41.752299452;-87.664351331
SR20-05580781;SGA;Streets and Sanitation;Completed;2020-12-06 13:32:33;7722;S;MARSHFIELD;AVE;AUBURN GRESHAM;41.75327387;-87.664765449
SR20-05580785;SGA;Streets and Sanitation;Completed;2020-12-06 13:33:44;7637;S;MARSHFIELD;AVE;AUBURN GRESHAM;41.754690238;-87.664466172
SR20-05580787;SGA;Streets and Sanitation;Completed;2020-12-06 13:34:57;7650;S;MARSHFIELD;AVE;AUBURN GRESHAM;41.754301393;-87.664794135
SR20-05580790;SGA;Streets and Sanitation;Completed;2020-12-06 13:36:33;7800;S;ASHLAND;AVE;AUBURN GRESHAM;41.752061192;-87.663864457
SR20-05580793;SGA;Streets and Sanitation;Completed;2020-12-06 13:37:13;7700;S;ASHLAND;AVE;AUBURN GRESHAM;41.753911774;-87.663565601
SR20-05580795;SGA;Streets and Sanitation;Completed;2020-12-06 13:37:57;7600;S;ASHLAND;AVE;AUBURN GRESHAM;41.755624963;-87.664008023
SR20-05580802;SDR;Streets and Sanitation;Completed;2020-12-06 13:39:47;10543;S;VERNON;AVE;ROSELAND;41.702410026;-87.612147149
SR20-05580816;SGA;Streets and Sanitation;Completed;2020-12-06 13:43:57;7035;S;WINCHESTER;AVE;WEST ENGLEWOOD;41.765592963;-87.67207715
SR20-05580817;SGA;Streets and Sanitation;Completed;2020-12-06 13:45:04;6148;S;FRANCISCO;AVE;CHICAGO LAWN;41.781283726;-87.696178237
SR20-05580820;SGQ;Streets and Sanitation;Completed;2020-12-06 13:45:44;6148;S;FRANCISCO;AVE;CHICAGO LAWN;41.781283726;-87.696178237
SR20-05580821;PET;Animal Care and Control;Completed;2020-12-06 13:46:21;9532;S;COLFAX;AVE;SOUTH DEERING;41.721992754;-87.561608082
SR20-05580827;QAC;City Clerk's Office;Completed;2020-12-06 13:47:14;4713;S;KILDARE;AVE;ARCHER HEIGHTS;41.807340157;-87.730656235
SR20-05580829;PCD;CDOT - Department of Transportation;Completed;2020-12-06 13:47:40;7758;S;HONORE;ST;AUBURN GRESHAM;41.752231045;-87.669846633
SR20-05580840;PCE;CDOT - Department of Transportation;Completed;2020-12-06 13:50:12;7758;S;HONORE;ST;AUBURN GRESHAM;41.752231045;-87.669846633
SR20-05580844;QAC;City Clerk's Office;Completed;2020-12-06 13:51:03;4700;S;KOLIN;AVE;ARCHER HEIGHTS;41.807679579;-87.732194251
SR20-05580854;PCB;CDOT - Department of Transportation;Completed;2020-12-06 13:55:47;5498;S;NEWLAND;AVE;GARFIELD RIDGE;41.792175129;-87.795354757
SR20-05580856;QAC;City Clerk's Office;Completed;2020-12-06 13:56:35;4704;S;KILDARE;AVE;ARCHER HEIGHTS;41.807582587;-87.730961744
SR20-05580862;PCD;CDOT - Department of Transportation;Completed;2020-12-06 13:58:49;5498;S;NEWLAND;AVE;GARFIELD RIDGE;41.792175129;-87.795354757
SR20-05580881;PCB;CDOT - Department of Transportation;Completed;2020-12-06 14:02:38;5499;S;NEWLAND;AVE;GARFIELD RIDGE;41.792179631;-87.795134819
SR20-05580899;CIAC;Animal Care and Control;Completed;2020-12-06 14:08:24;6000;S;ST LAWRENCE;AVE;WOODLAWN;41.785706397;-87.610963477
SR20-05580918;SKA;Streets and Sanitation;Completed;2020-12-06 14:15:39;8127;S;COLFAX;AVE;SOUTH CHICAGO;41.747288855;-87.560993538
SR20-05580944;SGQ;Streets and Sanitation;Completed;2020-12-06 14:22:53;7800;S;SANGAMON;ST;AUBURN GRESHAM;41.75225517;-87.647917467
SR20-05580950;SGQ;Streets and Sanitation;Completed;2020-12-06 14:27:18;7801;S;SANGAMON;ST;AUBURN GRESHAM;41.752291627;-87.647346761
SR20-05580988;SKA;Streets and Sanitation;Completed;2020-12-06 14:40:54;3036;S;POPLAR;AVE;BRIDGEPORT;41.838873668;-87.647840285
SR20-05580997;SFB;CDOT - Department of Transportation;Completed;2020-12-06 14:43:43;7700;S;SOUTH CHICAGO;AVE;AVALON PARK;41.754696391;-87.590014167
SR20-05581001;SFB;CDOT - Department of Transportation;Completed;2020-12-06 14:45:07;2900;S;MICHIGAN;AVE;DOUGLAS;41.841913393;-87.623585253
SR20-05581003;WM3;DWM - Department of Water Management;Completed;2020-12-06 14:47:05;3001;S;KEDZIE;AVE;SOUTH LAWNDALE;41.838909716;-87.704521721
SR20-05581027;SIE;Streets and Sanitation;Completed;2020-12-06 14:53:43;5924;S;MAYFIELD;AVE;CLEARING;41.78448176;-87.769609547
SR20-05581031;SGA;Streets and Sanitation;Completed;2020-12-06 14:54:06;5924;S;MAYFIELD;AVE;CLEARING;41.78448176;-87.769609547
SR20-05581034;BBC;DOB - Buildings;Completed;2020-12-06 14:55:33;8501;S;CRANDON;AVE;SOUTH CHICAGO;41.740679213;-87.568257448
SR20-05581051;SIE;Streets and Sanitation;Completed;2020-12-06 15:00:10;4801;S;WABASH;AVE;GRAND BOULEVARD;41.807338971;-87.624040475
SR20-05581066;SRRC;Streets and Sanitation;Completed;2020-12-06 15:05:21;13205;S;BRANDON;AVE;HEGEWISCH;41.655270135;-87.545622984
SR20-05581074;GRAF;Streets and Sanitation;Completed;2020-12-06 15:06:56;4800;S;KOLIN;AVE;ARCHER HEIGHTS;41.805809008;-87.732371927
SR20-05581080;SFB;CDOT - Department of Transportation;Completed;2020-12-06 15:08:37;5801;S;KEDZIE;AVE;GAGE PARK;41.788071886;-87.703407023
SR20-05581084;SRRC;Streets and Sanitation;Completed;2020-12-06 15:09:37;9825;S;GENOA;AVE;WASHINGTON HEIGHTS;41.715017997;-87.651374186
SR20-05581086;SGA;Streets and Sanitation;Completed;2020-12-06 15:09:52;2300;S;DAMEN;AVE;LOWER WEST SIDE;41.850246825;-87.676124041
SR20-05581091;GRAF;Streets and Sanitation;Completed;2020-12-06 15:11:01;6000;S;ARCHER;AVE;GARFIELD RIDGE;41.795166218;-87.76655142
SR20-05581095;GRAF;Streets and Sanitation;Completed;2020-12-06 15:12:08;6000;S;ARCHER;AVE;GARFIELD RIDGE;41.795166218;-87.76655142
SR20-05581104;GRAF;Streets and Sanitation;Completed;2020-12-06 15:14:13;6118;S;ARCHER;AVE;GARFIELD RIDGE;41.794496292;-87.770929739
SR20-05581120;SCB;Streets and Sanitation;Completed;2020-12-06 15:16:42;9840;S;AVALON;AVE;PULLMAN;41.715524627;-87.593655942
SR20-05581170;BBA;DOB - Buildings;Completed;2020-12-06 15:30:51;5752;S;MICHIGAN;AVE;WASHINGTON PARK;41.7895089;-87.62237672
SR20-05581180;BBC;DOB - Buildings;Completed;2020-12-06 15:33:32;7952;S;EXCHANGE;AVE;SOUTH CHICAGO;41.750192059;-87.552908589
SR20-05581184;SCB;Streets and Sanitation;Completed;2020-12-06 15:34:31;7301;S;STEWART;AVE;GREATER GRAND CROSSING;41.761625234;-87.634039947
SR20-05581186;EAE;Animal Care and Control;Completed;2020-12-06 15:34:54;7030;S;CLYDE;AVE;SOUTH SHORE;41.767036501;-87.574385984
SR20-05581240;BBA;DOB - Buildings;Completed;2020-12-06 15:44:35;3720;S;UNION;AVE;BRIDGEPORT;41.826497756;-87.643835502
SR20-05581260;CHECKFOR;DWM - Department of Water Management;Completed;2020-12-06 15:47:27;2600;S;ST LOUIS;AVE;SOUTH LAWNDALE;41.844330173;-87.712388973
SR20-05581266;QAC;City Clerk's Office;Completed;2020-12-06 15:48:42;3020;S;HOMAN;AVE;SOUTH LAWNDALE;41.838305092;-87.709995046
SR20-05581273;WM3;DWM - Department of Water Management;Completed;2020-12-06 15:51:15;8116;S;RICHMOND;ST;ASHBURN;41.745691386;-87.696480604
SR20-05581278;SIE;Streets and Sanitation;Completed;2020-12-06 15:52:03;9358;S;FOREST;AVE;ROSELAND;41.723835096;-87.616946882
SR20-05581286;SFD;CDOT - Department of Transportation;Completed;2020-12-06 15:53:34;7819;S;MORGAN;ST;AUBURN GRESHAM;41.751752332;-87.648646798
SR20-05581293;BBA;DOB - Buildings;Completed;2020-12-06 15:55:18;7456;S;SOUTH SHORE;DR;SOUTH SHORE;41.760903707;-87.557785144
SR20-05581296;BBA;DOB - Buildings;Completed;2020-12-06 15:56:06;4437;S;GREENWOOD;AVE;KENWOOD;41.813981754;-87.598894286
SR20-05581322;SFD;CDOT - Department of Transportation;Completed;2020-12-06 16:02:24;9500;S;YATES;AVE;SOUTH DEERING;41.722517835;-87.564757003
SR20-05581355;SEL;Streets and Sanitation;Completed;2020-12-06 16:10:14;7553;S;VERNON;AVE;GREATER GRAND CROSSING;41.75690061;-87.613584618
SR20-05581368;RBL;BACP - Business Affairs and Consumer Protection;Completed;2020-12-06 16:14:31;5700;S;CICERO;AVE;GARFIELD RIDGE;41.787881677;-87.741882343
SR20-05581380;BBA;DOB - Buildings;Completed;2020-12-06 16:17:35;8638;S;HALSTED;ST;AUBURN GRESHAM;41.737633083;-87.643772426
SR20-05581385;EAF;Animal Care and Control;Completed;2020-12-06 16:19:37;11312;S;EGGLESTON;AVE;ROSELAND;41.688365483;-87.634090094
SR20-05581415;BBK;DOB - Buildings;Completed;2020-12-06 16:28:08;7418;S;EBERHART;AVE;GREATER GRAND CROSSING;41.759671981;-87.612917326
SR20-05581417;GRAF;Streets and Sanitation;Completed;2020-12-06 16:28:16;4800;S;KOLIN;AVE;ARCHER HEIGHTS;41.805809008;-87.732371927
SR20-05581424;SFD;CDOT - Department of Transportation;Completed;2020-12-06 16:30:26;7721;S;CHAPPEL;AVE;SOUTH SHORE;41.754614365;-87.574565962
SR20-05581433;SFA;CDOT - Department of Transportation;Completed;2020-12-06 16:33:59;10832;S;TRUMBULL;AVE;MOUNT GREENWOOD;41.695981909;-87.707421828
SR20-05581440;SGQ;Streets and Sanitation;Completed;2020-12-06 16:34:56;8119;S;KEDZIE;AVE;ASHBURN;41.745572626;-87.701954461
SR20-05581472;SFB;CDOT - Department of Transportation;Completed;2020-12-06 16:40:37;3053;S;KEDZIE;AVE;SOUTH LAWNDALE;41.837240779;-87.704828634
SR20-05581477;SFB;CDOT - Department of Transportation;Completed;2020-12-06 16:41:42;11358;S;O;AVE;EAST SIDE;41.688235025;-87.540105858
SR20-05581487;SFD;CDOT - Department of Transportation;Completed;2020-12-06 16:43:32;4600;S;STATE;ST;GRAND BOULEVARD;41.810971359;-87.626169061
SR20-05581495;SFD;CDOT - Department of Transportation;Completed;2020-12-06 16:45:47;5900;S;STEWART;AVE;ENGLEWOOD;41.787098158;-87.635771317
SR20-05581521;SIE;Streets and Sanitation;Completed;2020-12-06 16:48:48;9937;S;THROOP;ST;WASHINGTON HEIGHTS;41.712953417;-87.655211421
SR20-05581556;SFB;CDOT - Department of Transportation;Completed;2020-12-06 17:00:03;5300;S;WOODLAWN;AVE;HYDE PARK;41.799374865;-87.596681634
SR20-05581560;SFD;CDOT - Department of Transportation;Completed;2020-12-06 17:01:00;3700;S;PULASKI;RD;SOUTH LAWNDALE;41.826706609;-87.724175904
SR20-05581592;SFB;CDOT - Department of Transportation;Completed;2020-12-06 17:09:13;5300;S;WOODLAWN;AVE;HYDE PARK;41.799374865;-87.596681634
SR20-05581681;SGA;Streets and Sanitation;Completed;2020-12-06 17:32:05;6038;S;ALBANY;AVE;CHICAGO LAWN;41.783355821;-87.701117759
SR20-05581684;SGA;Streets and Sanitation;Completed;2020-12-06 17:33:19;7139;S;VERNON;AVE;GREATER GRAND CROSSING;41.764583516;-87.613713318
SR20-05581698;SEL;Streets and Sanitation;Completed;2020-12-06 17:36:36;7139;S;VERNON;AVE;GREATER GRAND CROSSING;41.764583516;-87.613713318
SR20-05581714;SFD;CDOT - Department of Transportation;Completed;2020-12-06 17:43:01;5401;S;CALUMET;AVE;WASHINGTON PARK;41.79653363;-87.617617602
SR20-05581717;WBJ;DWM - Department of Water Management;Completed;2020-12-06 17:43:09;7236;S;ARTESIAN;AVE;CHICAGO LAWN;41.761776055;-87.684884623
SR20-05581733;CIAC;Animal Care and Control;Completed;2020-12-06 17:47:21;5900;S;DR MARTIN LUTHER KING JR;DR;WASHINGTON PARK;41.787446611;-87.615915744
